Timestamp,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
12/5/2016 14:58:59,"Chance The Rapper, Coloring Book","David Bowie, Blackstar","Childish Gambino, ""Awaken, My Love!""","Frank Ocean, Blonde","Danny Brown, Atrocity Exhibition"
12/7/2016 0:38:11,"Anderson Paak, Malibu","A Tribe Called Quest, We got it from here... Thank you 4 your service","James Blake, The Colour in Anything","Frank Ocean, Blonde","GoGo Penguin, Man Made Object"
12/5/2016 13:19:55,"Childish Gambino, ""Awaken, My Love!""","Basia Bulat, Good Advice","Kanye West, The Life of Pablo","Frank Ocean, Blonde","Tacocat, Lost Time"
12/8/2016 17:26:18,"Paul Simon, Stranger to Stranger","Anderson .Paak, Malibu","Kaytranada, 99.9%","Frank Ocean, Blonde","Chance the Rapper, Coloring Book"
12/8/2016 17:28:04,"Anderson .Paak, Malibu","Paul Simon, Stranger to Stranger","Kaytranada, 99.9%","Frank Ocean, Blonde","Local Natives, Sunlit Youth"
12/5/2016 18:51:55,"The Weeknd, Starboy","Schoolboy Q, Blank Face LP","Kendrick Lamar, Untitled Unmastered","Frank Ocean, Blonde","Childish Gambino, ""Awaken, My Love!"""
12/5/2016 13:23:21,"Anderson .Paak, Malibu","Toro y moi, Live from Trona ","Kendrick Lamar, untitled unmastered.","Frank Ocean, Blonde","Chance the Rapper, Coloring Book"
12/5/2016 21:10:27,"Chance The Rapper, Coloring Book","Kanye West, The Life Of Pablo","Kevin Abstract, American Boyfriend","Frank Ocean, Blonde","Young Thug, Jeffery"
12/9/2016 19:23:05,"Beyoncé, Lemonade","Solange, A Seat at the Table","Lady Gaga, Joanne","Frank Ocean, Blonde","Jake Miller, Overnight"
12/8/2016 8:02:33,"Tilted Axes, Music for Mobile Electric Guitars","David Bowie, Blackstar","Leonard Cohen, You Want It Darker","Frank Ocean, Blonde",Iggy Pop
12/8/2016 8:06:09,"Tilted Axes, Music for Mobile Electric Guitars","David Bowie, Blackstar","Leonard Cohen, You Want It Darker","Frank Ocean, Blonde","Iggy Pop, Post Pop Depression"
12/9/2016 22:59:50,"Car Seat Headrest, Teens of Denial","Jeff Rosenstock, Worry","Lucy Dacus, No Burden","Frank Ocean, Blonde",
12/5/2016 14:40:04,"Pinegrove, Cardinal ","Margaret Glaspy, Emotions and Math","Lydia Loveless, Real","Frank Ocean, Blonde","Jeff Rosenstock, Worry"
12/5/2016 14:35:03,"David Bowie, Blackstar ","Radiohead, A Moon Shaped Pool","Nick Cave & the Bad Seeds, Skeleton Tree","Frank Ocean, Blonde","Danny Brown, Atrocity Exhibition"
12/5/2016 15:08:23,"Bon Iver, 22, A Million","Chance the Rapper, Coloring Book","Pinegrove, Cardinal","Frank Ocean, Blonde","How To Be A Human Being, Glass Animals"
12/5/2016 16:15:18,"Anderon .Paak,Malibu","Radiohead, A Moon Shaped Pool","Pinegrove, Cardinal","Frank Ocean, Blonde","Beyoncé, Lemonade"
12/5/2016 14:34:01,"Anderson .Paak, Malibu","A Tribe Called Quest, We got it from Here... Thank You 4 Your service","Radiohead, A Moon Shaped Pool","Frank Ocean, Blonde","Bon Iver, 22 A Million"
12/6/2016 13:56:45,"Mitski, Puberty 2","Nicolas Jaar, SIRENS","Rihanna, ANTI","Frank Ocean, Blonde","Jimmy Eat World, Integrity Blues"
12/6/2016 1:07:24,"SWMRS, Drive North","The Prettiots, Funs Cool","Rihanna, ANTI","Frank Ocean, Blonde","Best Coast, California Nights "
12/5/2016 14:32:18,"Zayn, Mind Of Mine","KING, We Are King","Solange, A Seat At The Table","Frank Ocean, Blonde","Beyonce, Lemonade"
12/6/2016 7:00:20,"Bon Iver, 22 A Million","Kanye West, The Life of Pablo","Swet Shop Boys, Cashmere","Frank Ocean, Blonde","Car Seat Headrest, Teens of Denial"
12/5/2016 16:55:08,"Bon Iver, 22, A Million","Chance The Rapper, Coloring Book","The Hotelier, Goodness","Frank Ocean, Blonde","Pinegrove, Cardinal"
12/11/2016 12:55:47,"Zayn, Mind Of Mine","Drake, views","The weeknd, Starboy","Frank ocean, Blonde",
12/6/2016 7:59:39,"Chance the Rapper, Coloring Book","Beyonce, Lemonade","A Tribe Called Quest, We Got It from Here","Frank Ocean, Blonde ","Childish Gambino, Awake My Love!"
12/5/2016 16:15:43,"Lucy Dacus, No Burden ","James Blake, the colour in everything","Bon Iver, 22, a million ","Frank Ocean, Blonde ","Wet, don't you "
12/6/2016 0:50:34,"James Blake, The Colour in Anything","Beyoncé, Lemonade ","Nicolas Jaar, Sirens ","Frank Ocean, Blonde ","Anderson. Paak, Malibu"
12/6/2016 5:01:30,"Solange, a seat at the table ","Noname Gypsie, Telefone  ","Beyonce, Lemonade ","Frank Ocean, Blonde  ","Anderson .Paak, Malibu "
12/5/2016 21:19:28,"Solange, A Seat At the Table","Frank Ocean, Blonde","Chance the Rapper, Coloring Book","Frank Ocean, Endless","Beyonce, Lemonade"
12/11/2016 20:00:37,"Frank Ocean, Endless","Frank Ocean, Endless","Frank Ocean, Endless","Frank Ocean, Endless","Frank Ocean, Endless"
12/11/2016 19:58:53,"A Tribe Called Quest, We Got It From Here... Thank You 4 Your Service","Childish Gambino, Awaken, My Love!","Solange, A Seat at the Table","Frank Ocean, Endless","Frank Ocean, Blonde"
12/10/2016 15:48:46,"Devendra Banhart, Ape in the Pink Marble","Car Seat Headrest, Teens of Denial","Preoccupations, Preoccupations","Frankie Cosmis, The Next Thing","Big Thief, Masterpiece"
12/10/2016 15:49:19,"Devendra Banhart, Ape in the Pink Marble","Car Seat Headrest, Teens of Denial","Preoccupations, Preoccupations","Frankie Cosmis, The Next Thing","Big Thief, Masterpiece"
12/5/2016 14:58:21,,"kevin morby, singing saw","angel olsen, my woman","frankie cosmos, next thing","mitski, puberty 2"
12/6/2016 2:46:35,"Angel Olsen, My woman","Mitski, Puberty 2","Kevin Morby, Singing Saw","Frankie Cosmos, Next Thing","AJJ, The Bible 2"
12/7/2016 12:01:04,"Adam Torres, Pearls To Swine","Thao & The Get Down Stay Down, A Man Alive","Car Seat Headrest, Teen of Denial","Frankie Lee, American Dreamer","Pinegrove, Cardinal"
12/5/2016 21:23:27,"Dragonette, Royal Blues",weezer / The white album,David Bowie / Blackstar,Frightened Rabbit / Painting of a Panic Attack,Nada Surf / You Know Who You Are
12/9/2016 17:23:00,"Jess Morgan, Edison Gloriette","Hiss Golden Messenger, Heart Like A Levee","Chance The Rapper, Coloring Book","Frightened Rabbit, Painting of a Panic Attack","Esme Patterson, We Were Wild"
12/8/2016 7:13:02,"Beyone, Lemonade","School of Bells, SVIIB","Peals, Honey","Frightened Rabbit, Painting of a Panic Attack","case / lang / viers, case / lang / viers"
12/6/2016 0:53:26,"Daughter, Not to Disapear","Deep Sea Diver, Secrets","The Veils, Total Depravity","Frightened Rabitt, Painting of a Panic Attack","Therapy Session, Being Analytical Will Make You Better at Everything but Being Happy: a user guide on converting your emotions into binary code "
12/9/2016 13:38:14,"Beyonce, Lemonade","Solange, A Seat at the Table","Sia, This Is Acting","Frokedal, Hold on Dreamer","Lady Gaga, Joanne"
12/6/2016 20:50:07,"Billy Talent, Afraid of Heights","Saosin, Along the Shadow","PUP, The Dream Is Over","From Indian Lakes, Everything Feels Better Now","Tycho, Awake"
12/5/2016 14:37:00,"Gregory Alan Isakov, Gregory Alan Isakov with The Colorado Symphony","Angel Olsen, My Woman","Kyle Morton, What Will Destroy You","Fruit Bats, Absolute Loser","Camp Cope, Camp Cope"
12/5/2016 18:34:54,"Steve Gunn, Eyes on the Lines","Wilco, Schmilco","Parquet Courts, Human Performance","Fruit Bats, Absolute Loser","Kevin Morby, Singing Saw"
12/6/2016 14:31:58,"Hockey Dad, Boronia","Whitney, Light Upon the Lake","White Denim, Stiff","Fruit Bats, Absolute Loser","Mayer Hawthorne, Man About Town"
12/12/2016 10:31:49,"Hockey Dad, Boronia","Whitney, Light Upon the Lake","White Denim, Stiff","Fruit Bats, Absolute Loser","Mayer Hawthorne, Man About Town"
12/5/2016 17:44:21,"Chance the Rapper, Colouring Book","Frank Ocean, Blonde","William Tyler, Modern Country 2","Fruit Bats, Absolute Loser","Twin Peaks, Down in Heaven"
12/5/2016 15:44:53,"Frank Ocean, Blonde","Beyonce, Lemonade","Bon Iver, 22, A Million","Gallant, Ology","Chance the Rapper, Coloring Book"
12/6/2016 9:53:37,"Nao, for all we know","Anderson Paak, malibu","Chance the Rapper, coloring book","Gallant, ology","Solange, a seat at the table "
12/5/2016 23:07:26,"Let's Eat Grandma,I,Gemini","Kjartan Sveinsson,Klang Der Offenbarung Des Göttlichen","Ryley Walker,Golden Sings That Have Been Sung","Garbage,Strange Little Birds",
12/8/2016 4:02:27,Michael Kiwanuka  (Love and Hate),The Drones (Feelin Kinda Free),Radiohead  (A Moon Shaped Pool),Gawurra  (Ratja Yaliyali),"Leyla McCalla  (Day for the Hunter,  Day for the Prey)"
12/6/2016 15:29:51,"Blind Pilot, And Then Like Lions","Red Hot Chili Peppers, The Getaway","The Minders, Into the River","Gina Chavez, Up Rooted",
12/5/2016 14:39:45,"Angel Olsen, MY  WOMAN","James Blake, The Colour in Anything","Car Seat Headrest, Teens of Denial","Glass Animals, How To Be a Human Being","Sound of Ceres, Nostalgia for Infinity"
12/6/2016 1:37:43,"Kishi Bashi, Sonderlust","Yeasayer, Amen & Goodbye","Little Green Cars, Ephemera","Glass Animals, How To Be A Human Being","Kaleo, A/B"
12/6/2016 16:42:45,"Childish Gambino, Awaken, My Love!","Sia, This Is Acting","Panic! at the Disco, Death of a Bachelor","Glass Animals, How to Be a Human Being","M.I.A., AIM"
12/6/2016 1:16:41,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:26:09,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:26:39,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:30:14,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:34:09,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:34:41,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:35:28,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:36:00,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:38:17,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/6/2016 1:38:31,"Mitski, Puberty 2","Jamie T, Trick","Pinegrove, Cardinal","Glass Animals, How to be A Human Being","Twin Peaks, Down in Heaven"
12/5/2016 16:16:58,"Beyoncé, LEMONADE","Shura, Nothing's Real","Whitney, Light Upon The Lake","Glass Animals, How To Be A Human Being","James Vincent McMorrow, We Move"
12/11/2016 14:28:27,Mind Of Mine,On My One,Everything you've come to expect,Glory Days,
12/9/2016 14:09:02,"Glass Animals, How to Be a Human Being","Hockey Dad, Boronia","Twin Peaks, Down in Heaven","Goggs, Goggs","ASAP Ferg, Always Strive and Prosper"
12/7/2016 17:42:18,"Radiohead, Moon Shaped Pool",Subrosa - For this we fought the battle of ages,Neurosis – Fires Within Fires,Gojira – Magma,David Bowie – Blackstar
12/6/2016 1:34:21,"King Gizzard and the Lizard Wizard, Nonagon Infinity","Animals as Leaders, The Madness of Many","Batushka, Litourgiya","Gojira, Magma","Gorguts, Pleiades' Dust"
12/6/2016 1:25:57,"King Gizzard and the Lizard Wizard, Nonagon Infinity","Animals as Leaders, The Madness of Many","Deftones, Gore","Gojira, Magma",
12/6/2016 7:51:44,"King Gizzard and the Lizard Wizard, Nonagon Infinity","Animals as Leaders, The Madness of Many","Deftones, Gore","Gojira, Magma",
12/8/2016 15:26:53,"Blond, Frank Ocean","Coloring Book, Chance the Rapper","22, A Million, Bon Iver","Good Grief, Lucius","Away, Okkervil River"
12/7/2016 2:36:14,,,,"Good Grief, Lucius","At Swim, Lisa Hannigan"
12/6/2016 8:43:17,"Twin Peaks, Down in Heaven","Parquet Courts, Down in Heaven","Angel Olsen, MY WOMAN","Good Morning, Glory","Flesh Panthers, Willows Weep"
12/5/2016 20:49:56,The Posies - Solid States,Leonard Cohen - You want it Darker,David Bowie - Dark Star,Gord Downie - The Secret Path,Lady Gaga - Joanne
12/5/2016 15:43:44,"Margo Price, Midwest Farmers Daughter ","Arkells, Morning Report","Loretta Lynn, Full Circle","Gord Downie, Secret Path","David Bowie, Blackstar"
12/5/2016 15:49:09,"David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","The Tragically Hip, Man Machine Poem","Gord Downie, The Secret Path","James, Girl at the End of the World"
12/5/2016 19:31:09,"David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","The Tragically Hip, Man Machine Poem","Gord Downie, The Secret Path","James, Girl at the End of the World"
12/5/2016 21:20:02,"David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","The Tragically Hip, Man Machine Poem","Gord Downie, The Secret Path","James, Girl at the End of the World"
12/5/2016 21:56:33,"David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","The Tragically Hip, Man Machine Poem","Gord Downie, The Secret Path","James, Girl at the End of the World"
12/6/2016 10:21:24,"Astronoid, Air","Santigold, 99 Cents","Blood Orange, Freetown Sound","Gost, Non Paradisi","Crushed Out, Alien Ocean"
12/6/2016 14:29:38,"Dylan Evans, Hot Timez","LOLO, In loving memory of when I gave a shit","Miranda Lambert, weight of these wings","Grace Potter, Midnight ",
12/7/2016 6:38:34,"David Bowie, Blackstar ","Miike Snow, iii","Babymetal, Metal Resistance ","Grace VanderWaal, Perfectly Imperfect","The Wrecks, We are the Wrecks"
12/8/2016 8:11:30,SWMRS-Drive North,Against The Current,Birdy-Beautiful Lies,Green Day Revolution Radio,Brian Fallon - Painkillers 
12/5/2016 13:48:57,"Brian Fallon, Painkillers ","Weezer, White Album","Against Me, Shapeshift with Me","Green Day, Revolution Radio","Jeff Rosenstock, Worry"
12/5/2016 16:55:20,"Streetlight Circus, Needle Down","Dawes, We're All Gonna Die","Billy Talent, Afraid of Heights","Green Day, Revolution Radio","Metallica, Hardwired...to Self-Destruct"
12/12/2016 10:44:02,"She Makes War, Direction of Travel","Biffy Clyro, Ellipsis","David Bowie, Blackstar","Green Day, Revolution Radio","A Day To Remember, Bad Vibrations"
12/5/2016 22:40:08,"Catharsis, Azul Infinito","Ayla Nereo, The Code of the Flowers","Lianne LaHavas, Blood","Greenday, Revolution Radio",
12/5/2016 22:40:46,"Catharsis, Azul Infinito","Ayla Nereo, The Code of the Flowers","Lianne LaHavas, Blood","Greenday, Revolution Radio",
12/9/2016 13:02:59,"Ray Lamontagne, Ouroboros","Bon Iver, 22 a million","Eluvium, False Readings On","Greensky Bluegrass, Shouted, Written Down & Quoted","Radiohead, A Moon Shaped Pool"
12/6/2016 23:16:20,"The Avett Brothers, True Sadness","John Paul White, Beulah","Chance the Rapper, Coloring Book","Gregory Alan Isakov, Gregory Alan Isakov with the Colorado Symphony","Hamilton Leithauser + Rostam, I Had a Dream That You Were Mine"
12/5/2016 17:47:36,"Aoife O’Donovan, In the Magic Hour","School of Seven Bells, SVIIB","Regina Spektor, Remember Us to Life","Gregory Alan Isakov, with the Colorado Symphony","Bell X1, Arms"
12/5/2016 12:50:23,"Nada Surf, You Know Who You Are","The Posies, Solid States","Teenage Fanclub, Here","Gretchen's Wheel, Behind the Curtain","The Legal Matters, Conrad"
12/8/2016 17:59:08,"Tanya Donelly, Swan Song Series","Suede, Night Thoughts","Bellows, Fist & Palm","Grouplove, Big Mess","Old Fire, Songs From The Haunted South"
12/9/2016 13:41:15,"Neko Case, K.D. Lang, Laura Viers, Case/Lang/Viers","M.I.A., AIM","Regina Spektor, Remember Us to Life","Grouplove, Big Mess","KT Tunstall, Kin"
12/6/2016 14:59:20,"The Record Company, Give It Back to You","Angelika Niescier & Florian Weber, NYC Five","JULIAN SAS, Coming Home","Guerilla Toss, Eraser Stargazer","Jackie Greene, Back To Birth "
12/6/2016 21:23:27,"Leonard Cohen ""You Want It Darker""","Drive by Truckers ""American Band""","Frank Ocean ""Blonde""","Guided by Voices ""Please Be Honest""","Thao and the Get Down Stay Down ""A Man Alive"""
12/6/2016 15:05:45,"Aki Rissanen, Amorandom","Adrian Younge, Something About April II","Harris Eisenstadt, Old Growth Forest","Gutbucket, Dance","The Suffers, The Suffers"
12/6/2016 0:54:20,Diiv--Is The Is Are,Tove Lo--Ladywood,Aluna George--I Remember,Gwen Stefani--This Is What The Truth Feels Like,
12/6/2016 1:37:12,"Frank Ocean, Blond","Kanye West, The Life of Pablo","Future, EVOL","H.E.R., Vol. 1",
12/9/2016 20:45:39,"David Bowie, Blackstar","Wilco, Schmilco","Regina Spektor, Remember Us to Life","Haken, Affinity","River Whyless, We All the Light"
12/6/2016 9:09:50,"Pinegrove, Cardinal","Bon Iver, 22, A Million","Drive-By Truckers, American Band","Haley Bonar, Impossible Dream","Dinosaur Jr., Give a Glimpse of What Yer Not"
12/6/2016 21:15:28,"Mick Jenkins, The Healing Component","Lance Skiiwalker, Introverted Intuition","Andy Shauf, The Party","Half Waif, Probable Depths","Kaytranada, 99.9%"
12/6/2016 10:55:25,"Pinegrove, Cardinal","Mitski, Puberty 2","Angel Olsen, My Woman","Half Waif, Probable Depthst",
12/9/2016 18:37:29,"Wilco, Schmilco","Saint Motel, saintmotelevsion","Radiohead, A Moon Shaped Pool","Hamilton Leithauser & Rostan, I Had a Dream That You Were Mine","Bon Iver, 22 A Million"
12/5/2016 15:42:20,"Angel Olsen - ""My Woman""","Beyonce - ""Lemonade""","Frank Ocean - ""Blonde""","Hamilton Leithauser + Rostam - ""A Thousand Times""",Radiohead - A Moon Shaped Pool
12/6/2016 8:24:12,"Radiohead, A Moon Shaped Pool","Young Thug, No, My Name is Jeffery","Bon Iver, 22, A Million","Hamilton Leithauser + Rostam, I Had A Dream That You Were Mine","Chance the Rapper, Coloring Book"
12/5/2016 19:36:55,"Angel Olsen, My Woman","Flock of Dimes, If You See Me Say Yes","Chance the Rapper, Coloring Book","Hamilton Leithauser + Rostam, I Had A Dream That You Were Mine","Wilco, Schmilco"
12/10/2016 22:26:21,"Phoria, Violition","Mutual Benefit, Skip a Sinking Stone","Radiohead, A Moon Shaped Pool","hamilton leithauser + rostam, I had a Dream that you were mine","Winterpills, Love Songs"
12/5/2016 20:19:45,"Chance The Rapper, Coloring Book","Anderson.Paak, Malibu","Whitney, Golden Days","Hamilton Leithauser + Rostam, I Had A Dream That You Were Mine","Beyonce, Lemonade"
12/5/2016 17:53:09,"Frank Ocean, Blonde","Radiohead, A Moon Shaped Pool","Case Lang Viers, case lang viers","Hamilton Leithauser and Rostam, I Had a Dream That You Were Mine","Kevin Morby, Singing Saw"
12/6/2016 6:49:50,"Low Teens, Every Time I Die","Aesop Rock, Impossible Kid","David Bazan, A Dark Sacred Night","Hamilton Leithauser, I Had a Dream That You Were Mine","Thrice, To Be Everywhere is Nowhere "
12/6/2016 15:10:08,"Anderson.Paak, Malibu","Beyonce, Lemonade","Frankie Cosmos, Next Thing","Hamilton Leithauser+Rostam, I Had a Dream that You Were Mine",
12/5/2016 19:32:40,"Mandolin Orange, Blindfaller","Hiss Golden Messenger, Heart Like a Levee","The Lumineers, Cleopatra",Hamilton Mixtape,"Clipping, Splendor & Misery"
12/6/2016 15:26:08,"Lucius, Good Grief","Beyonce, Lemonade","Paul Simon, Stranger to Stranger","Hamilton, Hamilton","A Tribe Called Quest, We got it from here- Thank you 4 your service"
